지역명,연도,월,평당분양가격,전용면적
인천,2017.0,4.0,10490.699999999999,모든면적
인천,2017.0,4.0,10784.4,60㎡
인천,2017.0,4.0,10484.099999999999,60㎡~85㎡
인천,2017.0,4.0,10807.5,85㎡~102㎡
인천,2017.0,4.0,13863.3,102㎡~
경기,2017.0,4.0,11893.199999999999,모든면적
경기,2017.0,4.0,12579.599999999999,60㎡
경기,2017.0,4.0,11721.599999999999,60㎡~85㎡
경기,2017.0,4.0,11906.4,85㎡~102㎡
경기,2017.0,4.0,14100.9,102㎡~
부산,2017.0,4.0,10853.699999999999,모든면적
부산,2017.0,4.0,10193.699999999999,60㎡
부산,2017.0,4.0,10913.099999999999,60㎡~85㎡
부산,2017.0,4.0,11068.199999999999,85㎡~102㎡
부산,2017.0,4.0,12972.3,102㎡~
대구,2017.0,4.0,10490.699999999999,모든면적
대구,2017.0,4.0,12698.4,60㎡
대구,2017.0,4.0,10500.599999999999,60㎡~85㎡
대구,2017.0,4.0,10612.8,85㎡~102㎡
대구,2017.0,4.0,15549.599999999999,102㎡~
광주,2017.0,4.0,9418.199999999999,모든면적
광주,2017.0,4.0,8078.4,60㎡
광주,2017.0,4.0,9411.6,60㎡~85㎡
광주,2017.0,4.0,9504.0,85㎡~102㎡
광주,2017.0,4.0,11081.4,102㎡~
대전,2017.0,4.0,9038.699999999999,모든면적
대전,2017.0,4.0,9401.699999999999,60㎡
대전,2017.0,4.0,8860.5,60㎡~85㎡
대전,2017.0,4.0,8580.0,85㎡~102㎡
대전,2017.0,4.0,14282.4,102㎡~
울산,2017.0,4.0,11807.4,모든면적
울산,2017.0,4.0,9583.199999999999,60㎡
울산,2017.0,4.0,11850.3,60㎡~85㎡
울산,2017.0,4.0,10352.099999999999,102㎡~
세종,2017.0,4.0,9005.699999999999,모든면적
세종,2017.0,4.0,9137.699999999999,60㎡
세종,2017.0,4.0,8903.4,60㎡~85㎡
세종,2017.0,4.0,9197.1,85㎡~102㎡
세종,2017.0,4.0,8952.9,102㎡~
강원,2017.0,4.0,6824.4,모든면적
강원,2017.0,4.0,6837.599999999999,60㎡
강원,2017.0,4.0,6831.0,60㎡~85㎡
강원,2017.0,4.0,7329.299999999999,85㎡~102㎡
강원,2017.0,4.0,7428.299999999999,102㎡~
충북,2017.0,4.0,6732.0,모든면적
충북,2017.0,4.0,7111.5,60㎡
충북,2017.0,4.0,6748.5,60㎡~85㎡
충북,2017.0,4.0,8457.9,85㎡~102㎡
충북,2017.0,4.0,7698.9,102㎡~
충남,2017.0,4.0,7329.299999999999,모든면적
충남,2017.0,4.0,7689.0,60㎡
충남,2017.0,4.0,7352.4,60㎡~85㎡
충남,2017.0,4.0,9777.9,85㎡~102㎡
충남,2017.0,4.0,9101.4,102㎡~
전북,2017.0,4.0,6946.5,모든면적
전북,2017.0,4.0,7755.0,60㎡
전북,2017.0,4.0,6933.299999999999,60㎡~85㎡
전북,2017.0,4.0,7659.299999999999,85㎡~102㎡
전북,2017.0,4.0,7639.5,102㎡~
전남,2017.0,4.0,6949.799999999999,모든면적
전남,2017.0,4.0,7098.299999999999,60㎡
전남,2017.0,4.0,6963.0,60㎡~85㎡
전남,2017.0,4.0,7850.7,85㎡~102㎡
전남,2017.0,4.0,7613.099999999999,102㎡~
경북,2017.0,4.0,7649.4,모든면적
경북,2017.0,4.0,7887.0,60㎡
경북,2017.0,4.0,7613.099999999999,60㎡~85㎡
경북,2017.0,4.0,8877.0,85㎡~102㎡
경북,2017.0,4.0,8599.8,102㎡~
경남,2017.0,4.0,7923.299999999999,모든면적
경남,2017.0,4.0,8428.199999999999,60㎡
경남,2017.0,4.0,7890.299999999999,60㎡~85㎡
경남,2017.0,4.0,9477.6,85㎡~102㎡
경남,2017.0,4.0,8774.699999999999,102㎡~
제주,2017.0,4.0,10965.9,모든면적
제주,2017.0,4.0,15279.0,60㎡
제주,2017.0,4.0,10546.8,60㎡~85㎡
제주,2017.0,4.0,10794.3,85㎡~102㎡
제주,2017.0,4.0,12639.0,102㎡~
서울,2017.0,5.0,21120.0,모든면적
서울,2017.0,5.0,21753.6,60㎡
서울,2017.0,5.0,21321.3,60㎡~85㎡
서울,2017.0,5.0,21146.399999999998,85㎡~102㎡
서울,2017.0,5.0,22027.5,102㎡~
인천,2017.0,5.0,10860.3,모든면적
인천,2017.0,5.0,10784.4,60㎡
인천,2017.0,5.0,10857.0,60㎡~85㎡
인천,2017.0,5.0,11193.599999999999,85㎡~102㎡
인천,2017.0,5.0,14044.8,102㎡~
경기,2017.0,5.0,11464.199999999999,모든면적
경기,2017.0,5.0,11972.4,60㎡
경기,2017.0,5.0,11424.599999999999,60㎡~85㎡
경기,2017.0,5.0,11850.3,85㎡~102㎡
경기,2017.0,5.0,13348.5,102㎡~
부산,2017.0,5.0,11711.699999999999,모든면적
부산,2017.0,5.0,10348.8,60㎡
부산,2017.0,5.0,11965.8,60㎡~85㎡
부산,2017.0,5.0,9942.9,85㎡~102㎡
부산,2017.0,5.0,12962.4,102㎡~
대구,2017.0,5.0,10490.699999999999,모든면적
대구,2017.0,5.0,12698.4,60㎡
대구,2017.0,5.0,10500.599999999999,60㎡~85㎡
대구,2017.0,5.0,10612.8,85㎡~102㎡
대구,2017.0,5.0,15549.599999999999,102㎡~
광주,2017.0,5.0,9537.0,모든면적
광주,2017.0,5.0,9494.1,60㎡~85㎡
광주,2017.0,5.0,9504.0,85㎡~102㎡
광주,2017.0,5.0,11081.4,102㎡~
대전,2017.0,5.0,9038.699999999999,모든면적
대전,2017.0,5.0,9401.699999999999,60㎡
대전,2017.0,5.0,8860.5,60㎡~85㎡
대전,2017.0,5.0,8580.0,85㎡~102㎡
대전,2017.0,5.0,14282.4,102㎡~
울산,2017.0,5.0,11807.4,모든면적
울산,2017.0,5.0,9583.199999999999,60㎡
울산,2017.0,5.0,11850.3,60㎡~85㎡
울산,2017.0,5.0,10352.099999999999,102㎡~
세종,2017.0,5.0,9005.699999999999,모든면적
세종,2017.0,5.0,9137.699999999999,60㎡
세종,2017.0,5.0,8903.4,60㎡~85㎡
세종,2017.0,5.0,9197.1,85㎡~102㎡
세종,2017.0,5.0,8952.9,102㎡~
강원,2017.0,5.0,6877.2,모든면적
강원,2017.0,5.0,6916.799999999999,60㎡
강원,2017.0,5.0,6877.2,60㎡~85㎡
강원,2017.0,5.0,7329.299999999999,85㎡~102㎡
강원,2017.0,5.0,7530.599999999999,102㎡~
충북,2017.0,5.0,6765.0,모든면적
충북,2017.0,5.0,7134.599999999999,60㎡
충북,2017.0,5.0,6758.4,60㎡~85㎡
충북,2017.0,5.0,8457.9,85㎡~102㎡
충북,2017.0,5.0,8461.199999999999,102㎡~
충남,2017.0,5.0,7332.599999999999,모든면적
충남,2017.0,5.0,7679.099999999999,60㎡
충남,2017.0,5.0,7355.7,60㎡~85㎡
충남,2017.0,5.0,9777.9,85㎡~102㎡
충남,2017.0,5.0,9101.4,102㎡~
전북,2017.0,5.0,7029.0,모든면적
전북,2017.0,5.0,7662.599999999999,60㎡
전북,2017.0,5.0,7019.099999999999,60㎡~85㎡
전북,2017.0,5.0,7659.299999999999,85㎡~102㎡
전북,2017.0,5.0,7830.9,102㎡~
전남,2017.0,5.0,7144.5,모든면적
전남,2017.0,5.0,7098.299999999999,60㎡
전남,2017.0,5.0,7157.7,60㎡~85㎡
전남,2017.0,5.0,7850.7,85㎡~102㎡
전남,2017.0,5.0,7613.099999999999,102㎡~
경북,2017.0,5.0,7797.9,모든면적
경북,2017.0,5.0,7887.0,60㎡
경북,2017.0,5.0,7781.4,60㎡~85㎡
경북,2017.0,5.0,8877.0,85㎡~102㎡
경북,2017.0,5.0,8801.1,102㎡~
경남,2017.0,5.0,7979.4,모든면적
경남,2017.0,5.0,8362.199999999999,60㎡
경남,2017.0,5.0,7943.099999999999,60㎡~85㎡
경남,2017.0,5.0,9480.9,85㎡~102㎡
경남,2017.0,5.0,8781.3,102㎡~
제주,2017.0,5.0,11414.699999999999,모든면적
제주,2017.0,5.0,15279.0,60㎡
제주,2017.0,5.0,10893.3,60㎡~85㎡
제주,2017.0,5.0,13721.4,85㎡~102㎡
제주,2017.0,5.0,15840.0,102㎡~
서울,2017.0,6.0,22001.1,모든면적
서울,2017.0,6.0,21318.0,60㎡
서울,2017.0,6.0,21235.5,60㎡~85㎡
서울,2017.0,6.0,23515.8,85㎡~102㎡
서울,2017.0,6.0,22931.699999999997,102㎡~
인천,2017.0,6.0,10975.8,모든면적
인천,2017.0,6.0,10784.4,60㎡
인천,2017.0,6.0,10979.099999999999,60㎡~85㎡
인천,2017.0,6.0,11348.699999999999,85㎡~102㎡
인천,2017.0,6.0,13381.5,102㎡~
경기,2017.0,6.0,11513.699999999999,모든면적
경기,2017.0,6.0,12114.3,60㎡
경기,2017.0,6.0,11586.3,60㎡~85㎡
경기,2017.0,6.0,12064.8,85㎡~102㎡
경기,2017.0,6.0,13371.599999999999,102㎡~
부산,2017.0,6.0,11932.8,모든면적
부산,2017.0,6.0,10655.699999999999,60㎡
부산,2017.0,6.0,12203.4,60㎡~85㎡
부산,2017.0,6.0,9942.9,85㎡~102㎡
부산,2017.0,6.0,12599.4,102㎡~
대구,2017.0,6.0,10711.8,모든면적
대구,2017.0,6.0,11731.5,60㎡
대구,2017.0,6.0,10725.0,60㎡~85㎡
대구,2017.0,6.0,9962.699999999999,85㎡~102㎡
대구,2017.0,6.0,15549.599999999999,102㎡~
광주,2017.0,6.0,9609.6,모든면적
광주,2017.0,6.0,9566.699999999999,60㎡~85㎡
광주,2017.0,6.0,9504.0,85㎡~102㎡
광주,2017.0,6.0,11081.4,102㎡~
대전,2017.0,6.0,9038.699999999999,모든면적
대전,2017.0,6.0,9401.699999999999,60㎡
대전,2017.0,6.0,8860.5,60㎡~85㎡
대전,2017.0,6.0,8580.0,85㎡~102㎡
대전,2017.0,6.0,14282.4,102㎡~
울산,2017.0,6.0,11820.599999999999,모든면적
울산,2017.0,6.0,9583.199999999999,60㎡
울산,2017.0,6.0,11860.199999999999,60㎡~85㎡
울산,2017.0,6.0,10352.099999999999,102㎡~
세종,2017.0,6.0,9018.9,모든면적
세종,2017.0,6.0,9170.699999999999,60㎡
세종,2017.0,6.0,8919.9,60㎡~85㎡
세종,2017.0,6.0,9197.1,85㎡~102㎡
세종,2017.0,6.0,8952.9,102㎡~
강원,2017.0,6.0,7032.299999999999,모든면적
강원,2017.0,6.0,7091.7,60㎡
강원,2017.0,6.0,7012.5,60㎡~85㎡
강원,2017.0,6.0,7329.299999999999,85㎡~102㎡
강원,2017.0,6.0,7920.0,102㎡~
충북,2017.0,6.0,6741.9,모든면적
충북,2017.0,6.0,7134.599999999999,60㎡
충북,2017.0,6.0,6735.299999999999,60㎡~85㎡
충북,2017.0,6.0,8457.9,85㎡~102㎡
충북,2017.0,6.0,8250.0,102㎡~
충남,2017.0,6.0,7504.2,모든면적
충남,2017.0,6.0,7771.5,60㎡
충남,2017.0,6.0,7474.5,60㎡~85㎡
충남,2017.0,6.0,9777.9,85㎡~102㎡
충남,2017.0,6.0,8448.0,102㎡~
전북,2017.0,6.0,7263.299999999999,모든면적
전북,2017.0,6.0,7662.599999999999,60㎡
전북,2017.0,6.0,7250.099999999999,60㎡~85㎡
전북,2017.0,6.0,7659.299999999999,85㎡~102㎡
전북,2017.0,6.0,7830.9,102㎡~
전남,2017.0,6.0,7085.099999999999,모든면적
전남,2017.0,6.0,7098.299999999999,60㎡
전남,2017.0,6.0,7101.599999999999,60㎡~85㎡
전남,2017.0,6.0,7560.299999999999,85㎡~102㎡
전남,2017.0,6.0,7250.099999999999,102㎡~
경북,2017.0,6.0,7863.9,모든면적
경북,2017.0,6.0,7887.0,60㎡
경북,2017.0,6.0,7840.799999999999,60㎡~85㎡
경북,2017.0,6.0,8877.0,85㎡~102㎡
경북,2017.0,6.0,8824.199999999999,102㎡~
경남,2017.0,6.0,8065.2,모든면적
경남,2017.0,6.0,8233.5,60㎡
경남,2017.0,6.0,8022.299999999999,60㎡~85㎡
경남,2017.0,6.0,10038.6,85㎡~102㎡
경남,2017.0,6.0,9276.3,102㎡~
제주,2017.0,6.0,10804.199999999999,모든면적
제주,2017.0,6.0,15279.0,60㎡
제주,2017.0,6.0,10721.699999999999,60㎡~85㎡
제주,2017.0,6.0,15869.699999999999,85㎡~102㎡
제주,2017.0,6.0,15840.0,102㎡~
서울,2017.0,7.0,21690.899999999998,모든면적
서울,2017.0,7.0,21483.0,60㎡
서울,2017.0,7.0,20928.6,60㎡~85㎡
서울,2017.0,7.0,23515.8,85㎡~102㎡
서울,2017.0,7.0,22222.199999999997,102㎡~
인천,2017.0,7.0,10962.599999999999,모든면적
인천,2017.0,7.0,10797.599999999999,60㎡
인천,2017.0,7.0,10965.9,60㎡~85㎡
인천,2017.0,7.0,11309.099999999999,85㎡~102㎡
인천,2017.0,7.0,14909.4,102㎡~
경기,2017.0,7.0,11975.699999999999,모든면적
경기,2017.0,7.0,12233.099999999999,60㎡
경기,2017.0,7.0,11959.199999999999,60㎡~85㎡
경기,2017.0,7.0,11896.5,85㎡~102㎡
경기,2017.0,7.0,13414.5,102㎡~
부산,2017.0,7.0,11926.199999999999,모든면적
부산,2017.0,7.0,10814.099999999999,60㎡
부산,2017.0,7.0,12269.4,60㎡~85㎡
부산,2017.0,7.0,11523.599999999999,85㎡~102㎡
부산,2017.0,7.0,11147.4,102㎡~
대구,2017.0,7.0,12771.0,모든면적
대구,2017.0,7.0,11731.5,60㎡
대구,2017.0,7.0,12827.099999999999,60㎡~85㎡
대구,2017.0,7.0,15549.599999999999,102㎡~
광주,2017.0,7.0,9550.199999999999,모든면적
광주,2017.0,7.0,9507.3,60㎡~85㎡
광주,2017.0,7.0,9504.0,85㎡~102㎡
광주,2017.0,7.0,11081.4,102㎡~
대전,2017.0,7.0,9035.4,모든면적
대전,2017.0,7.0,9401.699999999999,60㎡
대전,2017.0,7.0,8906.699999999999,60㎡~85㎡
대전,2017.0,7.0,9352.199999999999,85㎡~102㎡
대전,2017.0,7.0,14282.4,102㎡~
울산,2017.0,7.0,11820.599999999999,모든면적
울산,2017.0,7.0,9583.199999999999,60㎡
울산,2017.0,7.0,11860.199999999999,60㎡~85㎡
울산,2017.0,7.0,10352.099999999999,102㎡~
세종,2017.0,7.0,9018.9,모든면적
세종,2017.0,7.0,9170.699999999999,60㎡
세종,2017.0,7.0,8919.9,60㎡~85㎡
세종,2017.0,7.0,9197.1,85㎡~102㎡
세종,2017.0,7.0,8952.9,102㎡~
강원,2017.0,7.0,7081.799999999999,모든면적
강원,2017.0,7.0,7151.099999999999,60㎡
강원,2017.0,7.0,7065.299999999999,60㎡~85㎡
강원,2017.0,7.0,7329.299999999999,85㎡~102㎡
강원,2017.0,7.0,7923.299999999999,102㎡~
충북,2017.0,7.0,6741.9,모든면적
충북,2017.0,7.0,7134.599999999999,60㎡
충북,2017.0,7.0,6735.299999999999,60㎡~85㎡
충북,2017.0,7.0,8457.9,85㎡~102㎡
충북,2017.0,7.0,8250.0,102㎡~
충남,2017.0,7.0,7507.5,모든면적
충남,2017.0,7.0,7771.5,60㎡
충남,2017.0,7.0,7481.099999999999,60㎡~85㎡
충남,2017.0,7.0,9777.9,85㎡~102㎡
충남,2017.0,7.0,8448.0,102㎡~
전북,2017.0,7.0,7243.5,모든면적
전북,2017.0,7.0,7834.2,60㎡
전북,2017.0,7.0,7240.2,60㎡~85㎡
전북,2017.0,7.0,8104.799999999999,85㎡~102㎡
전북,2017.0,7.0,7527.299999999999,102㎡~
전남,2017.0,7.0,7085.099999999999,모든면적
전남,2017.0,7.0,7098.299999999999,60㎡
전남,2017.0,7.0,7104.9,60㎡~85㎡
전남,2017.0,7.0,7560.299999999999,85㎡~102㎡
전남,2017.0,7.0,7250.099999999999,102㎡~
경북,2017.0,7.0,7860.599999999999,모든면적
경북,2017.0,7.0,7887.0,60㎡
경북,2017.0,7.0,7840.799999999999,60㎡~85㎡
경북,2017.0,7.0,8877.0,85㎡~102㎡
경북,2017.0,7.0,8824.199999999999,102㎡~
경남,2017.0,7.0,8134.5,모든면적
경남,2017.0,7.0,8454.6,60㎡
경남,2017.0,7.0,8085.0,60㎡~85㎡
경남,2017.0,7.0,10038.6,85㎡~102㎡
경남,2017.0,7.0,9325.8,102㎡~
제주,2017.0,7.0,11005.5,모든면적
제주,2017.0,7.0,17001.6,60㎡
제주,2017.0,7.0,10791.0,60㎡~85㎡
제주,2017.0,7.0,15869.699999999999,85㎡~102㎡
제주,2017.0,7.0,15840.0,102㎡~
서울,2017.0,8.0,20367.6,모든면적
서울,2017.0,8.0,21024.3,60㎡
서울,2017.0,8.0,19628.399999999998,60㎡~85㎡
서울,2017.0,8.0,23321.1,85㎡~102㎡
서울,2017.0,8.0,20638.199999999997,102㎡~
인천,2017.0,8.0,10800.9,모든면적
인천,2017.0,8.0,10589.699999999999,60㎡
인천,2017.0,8.0,10810.8,60㎡~85㎡
인천,2017.0,8.0,11309.099999999999,85㎡~102㎡
인천,2017.0,8.0,16453.8,102㎡~
경기,2017.0,8.0,12015.3,모든면적
경기,2017.0,8.0,12731.4,60㎡
경기,2017.0,8.0,11955.9,60㎡~85㎡
경기,2017.0,8.0,12190.199999999999,85㎡~102㎡
경기,2017.0,8.0,13322.099999999999,102㎡~
부산,2017.0,8.0,11843.699999999999,모든면적
부산,2017.0,8.0,11408.099999999999,60㎡
부산,2017.0,8.0,12008.699999999999,60㎡~85㎡
부산,2017.0,8.0,11401.5,85㎡~102㎡
부산,2017.0,8.0,12018.599999999999,102㎡~
대구,2017.0,8.0,13180.199999999999,모든면적
대구,2017.0,8.0,10764.599999999999,60㎡
대구,2017.0,8.0,13176.9,60㎡~85㎡
대구,2017.0,8.0,15549.599999999999,102㎡~
광주,2017.0,8.0,9579.9,모든면적
광주,2017.0,8.0,9537.0,60㎡~85㎡
광주,2017.0,8.0,9504.0,85㎡~102㎡
광주,2017.0,8.0,11081.4,102㎡~
대전,2017.0,8.0,9035.4,모든면적
대전,2017.0,8.0,9401.699999999999,60㎡
대전,2017.0,8.0,8906.699999999999,60㎡~85㎡
대전,2017.0,8.0,9352.199999999999,85㎡~102㎡
대전,2017.0,8.0,14282.4,102㎡~
울산,2017.0,8.0,11820.599999999999,모든면적
울산,2017.0,8.0,9583.199999999999,60㎡
울산,2017.0,8.0,11860.199999999999,60㎡~85㎡
울산,2017.0,8.0,10352.099999999999,102㎡~
세종,2017.0,8.0,9022.199999999999,모든면적
세종,2017.0,8.0,9170.699999999999,60㎡
세종,2017.0,8.0,8919.9,60㎡~85㎡
세종,2017.0,8.0,9197.1,85㎡~102㎡
세종,2017.0,8.0,8972.699999999999,102㎡~
강원,2017.0,8.0,7484.4,모든면적
강원,2017.0,8.0,7398.599999999999,60㎡
강원,2017.0,8.0,7487.7,60㎡~85㎡
강원,2017.0,8.0,7329.299999999999,85㎡~102㎡
강원,2017.0,8.0,7923.299999999999,102㎡~
충북,2017.0,8.0,6765.0,모든면적
충북,2017.0,8.0,7134.599999999999,60㎡
충북,2017.0,8.0,6758.4,60㎡~85㎡
충북,2017.0,8.0,8457.9,85㎡~102㎡
충북,2017.0,8.0,8250.0,102㎡~
충남,2017.0,8.0,7448.099999999999,모든면적
충남,2017.0,8.0,7682.4,60㎡
충남,2017.0,8.0,7487.7,60㎡~85㎡
충남,2017.0,8.0,9777.9,85㎡~102㎡
충남,2017.0,8.0,8655.9,102㎡~
전북,2017.0,8.0,7289.7,모든면적
전북,2017.0,8.0,7761.599999999999,60㎡
전북,2017.0,8.0,7296.299999999999,60㎡~85㎡
전북,2017.0,8.0,8104.799999999999,85㎡~102㎡
전북,2017.0,8.0,7527.299999999999,102㎡~
전남,2017.0,8.0,7306.2,모든면적
전남,2017.0,8.0,7098.299999999999,60㎡
전남,2017.0,8.0,7329.299999999999,60㎡~85㎡
전남,2017.0,8.0,7560.299999999999,85㎡~102㎡
전남,2017.0,8.0,7250.099999999999,102㎡~
경북,2017.0,8.0,8055.299999999999,모든면적
경북,2017.0,8.0,8269.8,60㎡
경북,2017.0,8.0,8005.799999999999,60㎡~85㎡
경북,2017.0,8.0,9461.1,85㎡~102㎡
경북,2017.0,8.0,8659.199999999999,102㎡~
경남,2017.0,8.0,8299.5,모든면적
경남,2017.0,8.0,8655.9,60㎡
경남,2017.0,8.0,8246.699999999999,60㎡~85㎡
경남,2017.0,8.0,10038.6,85㎡~102㎡
경남,2017.0,8.0,9464.4,102㎡~
제주,2017.0,8.0,11005.5,모든면적
제주,2017.0,8.0,17001.6,60㎡
제주,2017.0,8.0,10791.0,60㎡~85㎡
제주,2017.0,8.0,15869.699999999999,85㎡~102㎡
제주,2017.0,8.0,15840.0,102㎡~
서울,2017.0,9.0,21473.1,모든면적
서울,2017.0,9.0,22331.1,60㎡
서울,2017.0,9.0,19595.399999999998,60㎡~85㎡
서울,2017.0,9.0,26027.1,85㎡~102㎡
서울,2017.0,9.0,22073.699999999997,102㎡~
인천,2017.0,9.0,10896.599999999999,모든면적
인천,2017.0,9.0,10989.0,60㎡
인천,2017.0,9.0,10913.099999999999,60㎡~85㎡
인천,2017.0,9.0,11477.4,85㎡~102㎡
인천,2017.0,9.0,16453.8,102㎡~
경기,2017.0,9.0,11972.4,모든면적
경기,2017.0,9.0,12876.599999999999,60㎡
경기,2017.0,9.0,11883.3,60㎡~85㎡
경기,2017.0,9.0,12196.8,85㎡~102㎡
경기,2017.0,9.0,13348.5,102㎡~
부산,2017.0,9.0,11860.199999999999,모든면적
부산,2017.0,9.0,11441.099999999999,60㎡
부산,2017.0,9.0,11741.4,60㎡~85㎡
부산,2017.0,9.0,11358.599999999999,85㎡~102㎡
부산,2017.0,9.0,11998.8,102㎡~
대구,2017.0,9.0,12668.699999999999,모든면적
대구,2017.0,9.0,11398.199999999999,60㎡
대구,2017.0,9.0,12619.199999999999,60㎡~85㎡
대구,2017.0,9.0,13440.9,102㎡~
광주,2017.0,9.0,9718.5,모든면적
광주,2017.0,9.0,9685.5,60㎡~85㎡
광주,2017.0,9.0,9504.0,85㎡~102㎡
광주,2017.0,9.0,10022.1,102㎡~
대전,2017.0,9.0,9550.199999999999,모든면적
대전,2017.0,9.0,9962.699999999999,60㎡
대전,2017.0,9.0,9428.1,60㎡~85㎡
대전,2017.0,9.0,9352.199999999999,85㎡~102㎡
대전,2017.0,9.0,14282.4,102㎡~
울산,2017.0,9.0,11820.599999999999,모든면적
울산,2017.0,9.0,9583.199999999999,60㎡
울산,2017.0,9.0,11860.199999999999,60㎡~85㎡
울산,2017.0,9.0,10352.099999999999,102㎡~
세종,2017.0,9.0,9101.4,모든면적
세종,2017.0,9.0,9249.9,60㎡
세종,2017.0,9.0,8857.199999999999,60㎡~85㎡
세종,2017.0,9.0,9226.8,85㎡~102㎡
세종,2017.0,9.0,9236.699999999999,102㎡~
강원,2017.0,9.0,7375.5,모든면적
강원,2017.0,9.0,7382.099999999999,60㎡
강원,2017.0,9.0,7342.5,60㎡~85㎡
강원,2017.0,9.0,7329.299999999999,85㎡~102㎡
강원,2017.0,9.0,7652.7,102㎡~
충북,2017.0,9.0,6778.2,모든면적
충북,2017.0,9.0,7134.599999999999,60㎡
충북,2017.0,9.0,6774.9,60㎡~85㎡
충북,2017.0,9.0,8457.9,85㎡~102㎡
충북,2017.0,9.0,8250.0,102㎡~
충남,2017.0,9.0,7448.099999999999,모든면적
충남,2017.0,9.0,7682.4,60㎡
충남,2017.0,9.0,7487.7,60㎡~85㎡
충남,2017.0,9.0,9777.9,85㎡~102㎡
충남,2017.0,9.0,8655.9,102㎡~
전북,2017.0,9.0,7322.7,모든면적
전북,2017.0,9.0,7570.2,60㎡
전북,2017.0,9.0,7322.7,60㎡~85㎡
전북,2017.0,9.0,7055.4,102㎡~
전남,2017.0,9.0,7306.2,모든면적
전남,2017.0,9.0,7098.299999999999,60㎡
전남,2017.0,9.0,7329.299999999999,60㎡~85㎡
전남,2017.0,9.0,7560.299999999999,85㎡~102㎡
전남,2017.0,9.0,7250.099999999999,102㎡~
경북,2017.0,9.0,8015.7,모든면적
경북,2017.0,9.0,8210.4,60㎡
경북,2017.0,9.0,7962.9,60㎡~85㎡
경북,2017.0,9.0,9461.1,85㎡~102㎡
경북,2017.0,9.0,9797.699999999999,102㎡~
경남,2017.0,9.0,8283.0,모든면적
경남,2017.0,9.0,8655.9,60㎡
경남,2017.0,9.0,8230.199999999999,60㎡~85㎡
경남,2017.0,9.0,13143.9,85㎡~102㎡
경남,2017.0,9.0,10388.4,102㎡~
제주,2017.0,9.0,10632.599999999999,모든면적
제주,2017.0,9.0,17754.0,60㎡
제주,2017.0,9.0,10395.0,60㎡~85㎡
서울,2017.0,10.0,21707.399999999998,모든면적
서울,2017.0,10.0,22489.5,60㎡
서울,2017.0,10.0,19582.2,60㎡~85㎡
서울,2017.0,10.0,24004.199999999997,85㎡~102㎡
서울,2017.0,10.0,21644.699999999997,102㎡~
인천,2017.0,10.0,10890.0,모든면적
인천,2017.0,10.0,10989.0,60㎡
인천,2017.0,10.0,10909.8,60㎡~85㎡
인천,2017.0,10.0,11368.5,85㎡~102㎡
인천,2017.0,10.0,15955.5,102㎡~
경기,2017.0,10.0,11962.5,모든면적
경기,2017.0,10.0,12635.699999999999,60㎡
경기,2017.0,10.0,11794.199999999999,60㎡~85㎡
경기,2017.0,10.0,12437.699999999999,85㎡~102㎡
경기,2017.0,10.0,13229.699999999999,102㎡~
부산,2017.0,10.0,12285.9,모든면적
부산,2017.0,10.0,11837.099999999999,60㎡
부산,2017.0,10.0,12325.5,60㎡~85㎡
부산,2017.0,10.0,11398.199999999999,85㎡~102㎡
부산,2017.0,10.0,11711.699999999999,102㎡~
대구,2017.0,10.0,12668.699999999999,모든면적
대구,2017.0,10.0,11398.199999999999,60㎡
대구,2017.0,10.0,12619.199999999999,60㎡~85㎡
대구,2017.0,10.0,13440.9,102㎡~
광주,2017.0,10.0,9609.6,모든면적
광주,2017.0,10.0,9160.8,60㎡
광주,2017.0,10.0,9589.8,60㎡~85㎡
광주,2017.0,10.0,9504.0,85㎡~102㎡
광주,2017.0,10.0,9952.8,102㎡~
대전,2017.0,10.0,9005.699999999999,모든면적
대전,2017.0,10.0,9005.699999999999,60㎡
대전,2017.0,10.0,8959.5,60㎡~85㎡
대전,2017.0,10.0,10121.1,85㎡~102㎡
울산,2017.0,10.0,11170.5,모든면적
울산,2017.0,10.0,9583.199999999999,60㎡
울산,2017.0,10.0,11180.4,60㎡~85㎡
울산,2017.0,10.0,9111.3,102㎡~
세종,2017.0,10.0,9104.699999999999,모든면적
세종,2017.0,10.0,9108.0,60㎡
세종,2017.0,10.0,8985.9,60㎡~85㎡
세종,2017.0,10.0,9207.0,85㎡~102㎡
세종,2017.0,10.0,9197.1,102㎡~
강원,2017.0,10.0,7520.7,모든면적
강원,2017.0,10.0,7342.5,60㎡
강원,2017.0,10.0,7477.799999999999,60㎡~85㎡
강원,2017.0,10.0,6639.599999999999,85㎡~102㎡
강원,2017.0,10.0,7893.599999999999,102㎡~
충북,2017.0,10.0,6798.0,모든면적
충북,2017.0,10.0,7134.599999999999,60㎡
충북,2017.0,10.0,6791.4,60㎡~85㎡
충북,2017.0,10.0,8457.9,85㎡~102㎡
충북,2017.0,10.0,8250.0,102㎡~
충남,2017.0,10.0,7533.9,모든면적
충남,2017.0,10.0,7926.599999999999,60㎡
충남,2017.0,10.0,7583.4,60㎡~85㎡
충남,2017.0,10.0,9777.9,85㎡~102㎡
충남,2017.0,10.0,8655.9,102㎡~
전북,2017.0,10.0,7200.599999999999,모든면적
전북,2017.0,10.0,7454.7,60㎡
전북,2017.0,10.0,7170.9,60㎡~85㎡
전북,2017.0,10.0,7055.4,102㎡~
전남,2017.0,10.0,7606.5,모든면적
